project_name,project_id,year,project_type_name,dept_name,dept_sub_name,purchase_method_name,purchase_method_group_name,announce_date,project_money,price_build,sum_price_agree,budget_year,transaction_date,province,district,subdistrict,project_status,project_location,winner_tin,winner_name,contract_no,contract_date,contract_finish_date,contract_price_agree,contract_status
เช่าห้องประชุม เพื่อจัดโครงการประชุมสมัชชาสตรีฯ โดยวิธีเฉพาะเจาะจง,61027268963.0,2561,เช่า,สำนักงานปลัดกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์ ปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,7000,7000.0,7000.0,2561,13 ก.พ. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,สิ้นสุดสัญญา,,994000001509.0,สำนักงานจังหวัดปทุมธานี,34/2561,13 ก.พ. 61,16 ก.พ. 61,"7,000",สิ้นสุดสัญญา
เช่าเหมารถบัสโครงการศึกษาดูงานนิทรรศการและผลงานทางพิพิธภัณฑ์ โดยวิธีเฉพาะเจาะจง,61067271907.0,2561,เช่า,ศูนย์ กศน.คลองหลวง,ศูนย์ กศน.คลองหลวง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,7000,7000.0,7000.0,2561,5 มิ.ย. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,133540000339.0,หจก.สามารถ แอนด์ เอส.เอ็ม.ทรานสปอร์ต,23/2561,5 มิ.ย. 61,6 มิ.ย. 61,"7,000",ระหว่างดำเนินการ
เช่าศึกษาประวัติศาสตร์ชาติไทย อนุสรณ์สถานเเห่งชาติ โดยวิธีเฉพาะเจาะจง,61017422001.0,2561,เช่า,ศูนย์ กศน.คลองหลวง,ศูนย์ กศน.คลองหลวง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,7000,,7000.0,2561,29 ม.ค. 61,ปทุมธานี,-,-,สิ้นสุดสัญญา,,313030048xxxx,นางพนิดา พลับนิล,ศธ 0210.4302/,29 ม.ค. 61,5 ก.พ. 61,"7,000",ระหว่างดำเนินการ
"เช่าเครื่องถ่ายเอกสารเพื่อใช้ถ่ายเอกสาร งานพัสดุ/สัญญา ,งานบัญชี ,งานสารสนเทศ ,งานสารบรรณและงานวางแผน(หมายเลขเครื่อง 131347และ 151853) โดยวิธีเฉพาะเจาะจง",61017085382.0,2561,เช่า,กรมทางหลวง,แขวงทางหลวงปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6546,,6546.0,2561,3 ม.ค. 61,ปทุมธานี,คลองหลวง,คลองหนึ่ง,สิ้นสุดสัญญา,,105521009891.0,บริษัท ฟูจิฟิล์ม บิสซิเนส อินโนเวชั่น (ประเทศไทย) จำกัด,416-6190,3 ม.ค. 61,2 ก.พ. 61,"6,546",สิ้นสุดสัญญา
เช่าเช่าเต้นท์ขนาด512 เมตร ทรงโค้ง โดยวิธีเฉพาะเจาะจง,61027189656.0,2561,เช่า,เทศบาลเมืองบึงยี่โถ,เทศบาลเมืองบึงยี่โถ,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6420,,6420.0,2561,12 ก.พ. 61,ปทุมธานี,ธัญบุรี,บึงยี่โถ,สิ้นสุดสัญญา,,135555007654.0,บริษัท นนทพัฒน์ ผ้าใบ จำกัด,120/2561,12 ก.พ. 61,17 ก.พ. 61,"6,420",สิ้นสุดสัญญา
เช่าเช่าเหมารถรับจ้างเดินทางไปรับเข็มเชิดชูเกียรติเนื่องในวันที่ระลึกสากลแห่งการเรียนรู้หนังสือ วันที่ 7-8 กันยายน 2561 ณ ศูนย์ประชุมนานาชาติสวนนุงนุชพัทยา โดยวิธีเฉพาะเจาะจง,61097157437.0,2561,เช่า,ศูนย์ กศน.คลองหลวง,ศูนย์ กศน.คลองหลวง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6400,6400.0,6400.0,2561,7 ก.ย. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,333120006xxxx,นายเฉลิมศิลป์ บุญประสิทะิ์,43/2561,7 ก.ย. 61,9 ก.ย. 61,"6,400",ระหว่างดำเนินการ
เช่าโครงการประชุมปฎิบัติการและประเมินผลการดำเนินงานของสถานศึกษา สังกัดงาน กศน.จังหวัดปทุมธานี ประจำเดือน 2561 โดยวิธีเฉพาะเจาะจง,61097050514.0,2561,เช่า,ศูนย์ กศน.คลองหลวง,ศูนย์ กศน.คลองหลวง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6400,6400.0,6400.0,2561,4 ก.ย. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,333120006xxxx,นายเฉลิมศิลป์ บุญประสิทะิ์,42/2561,4 ก.ย. 61,7 ก.ย. 61,"6,400",ระหว่างดำเนินการ
เช่ารถตู้ โครงการพัฒนาผู้เรียนให้มีทักษะกระบวนการคิดด้วย Stem ศึกษา โดยวิธีเฉพาะเจาะจง,61087007788.0,2561,เช่า,ศูนย์ กศน.ลาดหลุมแก้ว,ศูนย์ กศน.ลาดหลุมแก้ว,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6400,6400.0,6400.0,2561,1 ส.ค. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,313050000xxxx,นายสิทธิศักดิ์  เลื่อนลอย,50/2561,1 ส.ค. 61,5 ส.ค. 61,"6,400",ระหว่างดำเนินการ
เช่าค่าเช่าเครื่องถ่ายเอกสารพร้อมบำรุงรักษา โดยวิธีเฉพาะเจาะจง,61057258863.0,2561,เช่า,สำนักงานคณะกรรมการการอาชีวศึกษา,สถาบันการอาชีวศึกษาภาคกลาง 1,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6240,6240.0,6240.0,2561,15 พ.ค. 61,ปทุมธานี,เมืองปทุมธานี,บางพูน,สิ้นสุดสัญญา,,391990015xxxx,เอที ซัพพลาย เซลล์ แอนด์ เซอร์วิส,071/2561,15 พ.ค. 61,20 พ.ค. 61,"6,240",สิ้นสุดสัญญา
"เช่าเก้าอี้,โต๊ะ,เต็นท์ (โครงการเลือกตั้งคณะกรรมการชุมชนในเขตเทศบาล ประจำปีงบประมาณ 2561) โดยวิธีเฉพาะเจาะจง",60127203235.0,2561,เช่า,เทศบาลเมืองคูคต,เทศบาลเมืองคูคต,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6100,6100.0,6100.0,2561,19 ธ.ค. 60,ปทุมธานี,ลำลูกกา,คูคต,สิ้นสุดสัญญา,,330150023xxxx,กฤษณะ ยานยนต์,70/2561,19 ธ.ค. 60,24 ธ.ค. 60,"6,100",สิ้นสุดสัญญา
"เช่าเช่ารถพร้อมประกันอุบัติเหตุ (รถตู้ไม่เกิน 12 ที่นั่ง)ไป-กลับ จังหวัดปทุมธานี รับเกษตรกร ตำบลเชียงรากน้อย อำเภอสามโคก จังหวัดปทุมธานี ไปกรมชลประทานสามเสน กรุงเทพมหานคร วันที่ 12,14 มิถุนายน 2561 ในราคา 3000 บาท/คัน/วัน โดยวิธีเฉพาะเจาะจง",61077059073.0,2561,เช่า,กรมชลประทาน,โครงการชลประทาน (ชคป.) ปทุมธานี กรมชลประทาน,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,6000.0,6000.0,2561,12 มิ.ย. 61,ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,สิ้นสุดสัญญา,,313070033xxxx,นายสมาน  ทัดทอง,ปทจ.13/2561,12 มิ.ย. 61,19 มิ.ย. 61,"6,000",สิ้นสุดสัญญา
เช่าห้องประชุมสำหรับการประชุมเชิงปฏิบัติการสรุปผลการดำเนินงานประจำปีงบประมาณ พ.ศ. 2561 โดยวิธีเฉพาะเจาะจง,61097677750.0,2561,เช่า,สำนักงานปลัดกระทรวงศึกษาธิการ,สำนักงานศึกษาธิการภาค 2,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,6000.0,6000.0,2561,27 ก.ย. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,สิ้นสุดสัญญา,,765546000167.0,บริษัท ธารามันตรา ชะอำ จำกัด,183/2561,27 ก.ย. 61,29 ก.ย. 61,"6,000",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสารไว้ใช้งานขององค์การบริหารส่วนตำบลระแหง โดยวิธีเฉพาะเจาะจง,61087709256.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,6000.0,6000.0,2561,31 ส.ค. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,ระหว่างดำเนินการ,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,107/2561,31 ส.ค. 61,30 ก.ย. 61,"6,000",ระหว่างดำเนินการ
เช่าเครื่องถ่ายเอกสารสำหรับสำนักงาน อบต.ระแหง ประจำเดือน กรกฎาคม 2561 โดยวิธีเฉพาะเจาะจง,61067522840.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,6000.0,6000.0,2561,29 มิ.ย. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,87/2561,29 มิ.ย. 61,31 ก.ค. 61,"6,000",สิ้นสุดสัญญา
เช่าที่พัก โครงการพัฒนาผู้เรียนให้มีทักษะกระบวนการคิดด้วย Stem ศึกษา โดยวิธีเฉพาะเจาะจง,61087030319.0,2561,เช่า,ศูนย์ กศน.ลาดหลุมแก้ว,ศูนย์ กศน.ลาดหลุมแก้ว,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,6000.0,6000.0,2561,2 ส.ค. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,170980020xxxx,นางจันทิรา ตานัน,52/2561,2 ส.ค. 61,5 ส.ค. 61,"6,000",ระหว่างดำเนินการ
เช่าเครื่องถ่ายเอกสารสำหรับสำนักงาน อบต.ระแหง ประจำเดือน พฤษภาคม 2561 โดยวิธีเฉพาะเจาะจง,61047378015.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,,6000.0,2561,30 เม.ย. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,75/2561,30 เม.ย. 61,31 พ.ค. 61,"6,000",สิ้นสุดสัญญา
"เช่าเช่ารถพร้อมประกันอุบัติเหตุ (รถตู้ไม่เกิน 12 ที่นั่ง)ไป-กลับ จังหวัดปทุมธานี รับเกษตรกร ตำบลเชียงรากน้อย อำเภอสามโคก จังหวัดปทุมธานี ไปกรมชลประทานสามเสน กรุงเทพมหานคร วันที่ 12,14 มิถุนายน 2561 ในราคา 3000 บาท/คัน/วัน โดยวิธีเฉพาะเจาะจง",61077096654.0,2561,เช่า,กรมชลประทาน,โครงการชลประทาน (ชคป.) ปทุมธานี กรมชลประทาน,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,6000.0,6000.0,2561,12 มิ.ย. 61,ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,สิ้นสุดสัญญา,,313070021xxxx,นายอนุกูล  สุวรรณิโรจน์,ปทจ.12/2561,12 มิ.ย. 61,19 มิ.ย. 61,"6,000",สิ้นสุดสัญญา
เช่าเช่าเครื่องถ่ายเอกสาร สำหรับไว้ใช้งานขององค์การบริหารส่วนตำบลระแหง โดยวิธีเฉพาะเจาะจง,61087016448.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,6000.0,6000.0,2561,1 ส.ค. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,98/2561,1 ส.ค. 61,31 ส.ค. 61,"6,000",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสาร สำหรับสำนักงาน อบต.ระแหง โดยวิธีเฉพาะเจาะจง,60117487222.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,,6000.0,2561,30 พ.ย. 60,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,22/2561,30 พ.ย. 60,31 ธ.ค. 60,"6,000",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสารสำหรับสำนักงาน อบต.ระแหง ประจำเดือน มิถุนายน 2561 โดยวิธีเฉพาะเจาะจง,61057511182.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,6000.0,6000.0,2561,31 พ.ค. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,78/2561,31 พ.ค. 61,30 มิ.ย. 61,"6,000",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสารสำหรับสำนักงาน อบต.ระแหง โดยวิธีเฉพาะเจาะจง,60127472377.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,,6000.0,2561,29 ธ.ค. 60,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,31/2561,29 ธ.ค. 60,31 ม.ค. 60,"6,000",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสารสำนักงาน อบต. โดยวิธีเฉพาะเจาะจง,61027469151.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,,6000.0,2561,28 ก.พ. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,56/2561,28 ก.พ. 61,31 มี.ค. 61,"6,000",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสารสำหรับสำนักงาน อบต.ระแหง ประจำเดือน เมษายน 2561 โดยวิธีเฉพาะเจาะจง,61037436255.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,,6000.0,2561,27 มี.ค. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,67/2561,27 มี.ค. 61,30 เม.ย. 61,"6,000",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสารสำนักงาน อบต.ระแหง โดยวิธีเฉพาะเจาะจง,61017477530.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,,6000.0,2561,31 ม.ค. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,45/2561,31 ม.ค. 61,28 ก.พ. 61,"6,000",สิ้นสุดสัญญา
เช่าเหมารถยนต์เอกชน  (รถตู้) (10 ที่นั่ง),61017328529.0,2561,จ้างทำของ/จ้างเหมาบริการ,กรมพัฒนาที่ดิน,สถานีพัฒนาที่ดินปทุมธานี ปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,,6000.0,2561,16 ม.ค. 61,ปทุมธานี,ธัญบุรี,ลำผักกูด,สิ้นสุดสัญญา,,315030011xxxx,นายพนา   เรืองรักษ์,บส.20/2561,16 ม.ค. 61,22 ม.ค. 61,"6,000",สิ้นสุดสัญญา
เช่าบ้านลม กิจกรรมการละเล่นเด็ก เยาวชน โครงการจัดงานวันเด็กฯ โดยวิธีเฉพาะเจาะจง,61017162291.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,,6000.0,2561,12 ม.ค. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,113050005xxxx,นางสินใจ  พระวิน,38/2561,12 ม.ค. 61,13 ม.ค. 61,"6,000",สิ้นสุดสัญญา
เช่ารถบัสโครงการอาสายุวกาชาดสร้างจิตอาสา สภากาชาดไทย โดยวิธีเฉพาะเจาะจง,61077026079.0,2561,เช่า,ศูนย์ กศน.ลาดหลุมแก้ว,ศูนย์ กศน.ลาดหลุมแก้ว,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,6000,6000.0,6000.0,2561,12 มิ.ย. 61,ปทุมธานี,-,-,ระหว่างดำเนินการ,,133540000339.0,หจก.สามารถ แอนด์ เอส.เอ็ม.ทรานสปอร์ต,32/2561,12 มิ.ย. 61,15 มิ.ย. 61,"6,000",ระหว่างดำเนินการ
เช่าเครื่องถ่ายเอกสารประจำเดือนตุลาคม 2560 โดยวิธีเฉพาะเจาะจง,60117115657.0,2561,เช่า,กรมส่งเสริมการปกครองท้องถิ่น,เทศบาลเมืองลำสามแก้ว,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,2975,2975.0,5951.68,2561,31 ต.ค. 60,ปทุมธานี,ลำลูกกา,คูคต,ระหว่างดำเนินการ,,366040058xxxx,รังสิตก๊อปปี้,53/2561,31 ต.ค. 60,1 พ.ย. 60,"2,976",ระหว่างดำเนินการ
เช่าเครื่องถ่ายเอกสาร ประจำเดือนกันยายน  2561 โดยวิธีเฉพาะเจาะจง,61097481021.0,2561,เช่า,กรมคุมประพฤติ,สำนักงานคุมประพฤติจังหวัดปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,5826,5826.0,5826.8,2561,17 ก.ย. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,สิ้นสุดสัญญา,,735545002247.0,บริษัท เอ็น.เอ็น.พี.เซ็นเตอร์ จำกัด,3/2561,17 ก.ย. 61,17 ต.ค. 61,"5,827",สิ้นสุดสัญญา
เช่าเต้นจุดบริการประชาชนความปลอดภัยทางถนนในช่วงเทศกาลปีใหม่ พ.ศ. 2561 ระหว่างวันที่ 28 ธันวาคม 2560 ถึง 3 มกราคม 2561 โดยวิธีเฉพาะเจาะจง,60127148288.0,2561,เช่า,เทศบาลเมืองคูคต,เทศบาลเมืองคูคต,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,5600,5600.0,5600.0,2561,27 ธ.ค. 60,ปทุมธานี,ลำลูกกา,คูคต,สิ้นสุดสัญญา,,330150023xxxx,กฤษณะ ยานยนต์,69/2561,27 ธ.ค. 60,3 ม.ค. 61,"5,600",สิ้นสุดสัญญา
เช่ารถตู้โดยสาร โดยวิธีเฉพาะเจาะจง,61057426832.0,2561,เช่า,กรมป้องกันและบรรเทาสาธารณภัย,สำนักงานป้องกันและบรรเทาสาธารณภัยจังหวัด ปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,5500,5500.0,5500.0,2561,24 พ.ค. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,สิ้นสุดสัญญา,,313010062xxxx,นายไพศาล  สังข์เล็ก,65/2561,24 พ.ค. 61,30 พ.ค. 61,"5,500",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสารประจำเดือนตุลาคม 2560 โดยวิธีเฉพาะเจาะจง,60117118714.0,2561,เช่า,กรมส่งเสริมการปกครองท้องถิ่น,เทศบาลเมืองลำสามแก้ว,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,2736,2736.0,5472.12,2561,31 ต.ค. 60,ปทุมธานี,ลำลูกกา,คูคต,ระหว่างดำเนินการ,,366040058xxxx,รังสิตก๊อปปี้,55/2561,31 ต.ค. 60,31 ต.ค. 60,"2,736",ระหว่างดำเนินการ
เช่าค่าเช่าเครื่องถ่ายเอกสารกองสวัสดิการสังคม จำนวน 1 เครื่อง ระหว่างวันที่ 4 - 30 กันยายน 2561 โดยวิธีเฉพาะเจาะจง,61097097080.0,2561,เช่า,องค์การบริหารส่วนตำบลคลองสาม,องค์การบริหารส่วนตำบลคลองสาม,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,5400,5400.0,5400.0,2561,4 ก.ย. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,,123546000225.0,ห้างหุ้นส่วนจำกัด เอส.เอ็ม.อี. เซอร์วิส ซัพพลาย,394/2561,4 ก.ย. 61,30 ก.ย. 61,"5,400",ระหว่างดำเนินการ
เช่าเครื่องถ่ายเอกสาร ประจำเดือนมกราคม  2561 โดยวิธีเฉพาะเจาะจง,61037102707.0,2561,เช่า,กรมคุมประพฤติ,สำนักงานคุมประพฤติจังหวัดปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,5345,,5345.6,2561,22 ก.พ. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,สิ้นสุดสัญญา,,735545002247.0,บริษัท เอ็น.เอ็น.พี.เซ็นเตอร์ จำกัด,4/2561,22 ก.พ. 61,24 มี.ค. 61,"5,346",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสาร โดยวิธีเฉพาะเจาะจง,60127432067.0,2561,เช่า,กรมคุมประพฤติ,สำนักงานคุมประพฤติจังหวัดปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,5198,,5198.8,2561,9 พ.ย. 60,ปทุมธานี,เมืองปทุมธานี,บางปรอก,สิ้นสุดสัญญา,,735545002247.0,บริษัท เอ็น.เอ็น.พี.เซ็นเตอร์ จำกัด,3/2561,9 พ.ย. 60,9 ธ.ค. 60,"5,199",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสาร ประจำเดือนตุลาคม  2560 โดยวิธีเฉพาะเจาะจง,60127102758.0,2561,เช่า,กรมคุมประพฤติ,สำนักงานคุมประพฤติจังหวัดปทุมธานี,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,5198,,5198.8,2561,9 พ.ย. 60,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,,735545002247.0,บริษัท เอ็น.เอ็น.พี.เซ็นเตอร์ จำกัด,3/2561,9 พ.ย. 60,9 ธ.ค. 60,"5,199",ระหว่างดำเนินการ
เช่าเครื่องถ่ายเอกสาร สำหรับใช้ในศูนย์พัฒนาเด็กเล็กองค์การบริหารส่วนตำบลระแหง โดยวิธีเฉพาะเจาะจง,60107247536.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,2500,,5000.0,2561,31 ต.ค. 60,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,15/2561,31 ต.ค. 60,30 พ.ย. 60,"2,500",สิ้นสุดสัญญา
เช่าเครื่องถ่ายเอกสาร ศูนย์พัฒนาเด็กเล็กองค์การบริหารส่วนตำบลระแหง โดยวิธีเฉพาะเจาะจง,60107006139.0,2561,เช่า,องค์การบริหารส่วนตำบลระแหง,องค์การบริหารส่วนตำบลระแหง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,2500,,5000.0,2561,2 ต.ค. 60,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,สิ้นสุดสัญญา,,105555149611.0,บริษัท วี วิน อินโฟ เทรด จำกัด,2/2561,2 ต.ค. 60,31 ต.ค. 60,"2,500",สิ้นสุดสัญญา
เช่าเครื่องขยายเสียงพร้อมเครื่องสำรองไฟ จำนวน 1 วัน โดยวิธีเฉพาะเจาะจง,61037095400.0,2561,เช่า,องค์การบริหารส่วนตำบลบึงทองหลาง,องค์การบริหารส่วนตำบลบึงทองหลาง,เฉพาะเจาะจง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,-,5000,,5000.0,2561,27 ก.พ. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,,110270041xxxx,นายสหรัฐ  คุ้มนุช,102/2561,27 ก.พ. 61,2 มี.ค. 61,"5,000",ระหว่างดำเนินการ
